5.270000000000000240e-01,4.520000000000000129e-01,6.059999999999999831e-01,3.920000000000000151e-01,2.810000000000000275e-01,2.859999999999999765e-01,2.389999999999999902e-01,1.000000000000000000e+00,5.010000000000000009e-01,3.950000000000000178e-01,3.039999999999999925e-01,2.849999999999999756e-01,-2.637800000000000011e+01
1.000000000000000000e+00,6.199999999999999956e-01,6.019999999999999796e-01,3.910000000000000142e-01,3.079999999999999960e-01,2.859999999999999765e-01,1.330000000000000071e-01,1.310000000000000053e-01,2.869999999999999774e-01,1.980000000000000093e-01,1.620000000000000051e-01,5.659999999999999476e-01,-5.999199999999999733e+01
3.799999999999999906e-02,1.000000000000000000e+00,1.899999999999999953e-02,7.000000000000000146e-03,7.000000000000000146e-03,5.470000000000000417e-01,6.000000000000000125e-03,5.000000000000000104e-03,1.170000000000000068e-01,6.000000000000000125e-03,6.000000000000000125e-03,8.000000000000000167e-03,-3.537299999999999756e+01
1.899999999999999953e-02,1.120000000000000023e-01,1.099999999999999936e-02,1.000000000000000000e+00,1.099999999999999936e-02,4.259999999999999898e-01,8.999999999999999320e-03,2.500000000000000139e-02,1.899999999999999953e-02,6.000000000000000125e-03,1.499999999999999944e-01,7.000000000000000146e-03,-3.226500000000000057e+01
1.700000000000000122e-02,1.899999999999999953e-02,5.199999999999999761e-02,9.929999999999999938e-01,3.699999999999999817e-02,2.929999999999999827e-01,1.499999999999999944e-02,1.000000000000000000e+00,1.499999999999999944e-02,1.200000000000000025e-02,1.499999999999999944e-01,1.299999999999999940e-02,-3.651299999999999812e+01
1.739999999999999880e-01,2.100000000000000130e-02,1.499999999999999944e-02,1.680000000000000104e-01,1.600000000000000033e-02,1.000000000000000000e+00,1.200000000000000025e-02,1.519999999999999962e-01,6.420000000000000151e-01,2.599999999999999881e-02,3.599999999999999728e-02,1.099999999999999936e-02,-3.248100000000000165e+01
1.199999999999999956e-01,1.000000000000000000e+00,3.300000000000000155e-02,2.100000000000000130e-02,1.499999999999999944e-02,7.239999999999999769e-01,1.400000000000000029e-02,1.299999999999999940e-02,4.849999999999999867e-01,2.199999999999999872e-02,1.099999999999999936e-02,1.299999999999999940e-02,-3.760699999999999932e+01
3.099999999999999978e-02,1.680000000000000104e-01,1.539999999999999980e-01,9.709999999999999742e-01,3.400000000000000244e-02,1.330000000000000071e-01,1.799999999999999864e-02,1.000000000000000000e+00,8.899999999999999578e-02,2.100000000000000130e-02,4.000000000000000083e-02,2.199999999999999872e-02,-3.318800000000000239e+01
1.700000000000000122e-02,1.000000000000000000e+00,7.699999999999999900e-02,2.510000000000000009e-01,1.700000000000000122e-02,1.200000000000000025e-02,1.200000000000000025e-02,4.660000000000000253e-01,2.599999999999999881e-02,8.999999999999999320e-03,1.899999999999999953e-02,1.499999999999999944e-02,-3.286299999999999955e+01
1.000000000000000000e+00,1.920000000000000040e-01,3.400000000000000244e-02,1.300000000000000044e-01,2.000000000000000042e-02,1.499999999999999944e-02,1.899999999999999953e-02,1.250000000000000000e-01,9.469999999999999529e-01,1.799999999999999864e-02,1.499999999999999944e-02,1.899999999999999953e-02,-3.681799999999999784e+01
1.000000000000000000e+00,1.299999999999999940e-02,1.700000000000000122e-02,1.130000000000000032e-01,1.200000000000000025e-02,8.999999999999999320e-03,1.400000000000000029e-02,4.700000000000000011e-02,9.469999999999999529e-01,1.299999999999999940e-02,8.999999999999999320e-03,8.000000000000000167e-03,-3.828000000000000114e+01
1.000000000000000000e+00,1.280000000000000027e-01,1.700000000000000122e-02,1.209999999999999964e-01,2.599999999999999881e-02,1.499999999999999944e-02,2.500000000000000139e-02,1.809999999999999942e-01,6.600000000000000311e-01,6.600000000000000311e-02,1.400000000000000029e-02,2.419999999999999929e-01,-3.732999999999999829e+01
2.369999999999999885e-01,1.000000000000000000e+00,5.000000000000000278e-02,3.699999999999999817e-02,2.100000000000000130e-02,5.819999999999999618e-01,1.899999999999999953e-02,2.299999999999999961e-02,4.020000000000000240e-01,2.699999999999999969e-02,8.999999999999999320e-03,1.600000000000000033e-02,-2.248999999999999844e+01
1.239999999999999991e-01,1.000000000000000000e+00,8.500000000000000611e-02,1.799999999999999864e-02,2.000000000000000042e-02,5.629999999999999449e-01,2.599999999999999881e-02,2.299999999999999961e-02,2.590000000000000080e-01,3.099999999999999978e-02,1.000000000000000021e-02,1.499999999999999944e-02,-3.021199999999999974e+01
1.769999999999999907e-01,9.959999999999999964e-01,2.550000000000000044e-01,1.499999999999999944e-02,3.500000000000000333e-02,1.000000000000000000e+00,1.990000000000000102e-01,2.000000000000000042e-02,4.640000000000000235e-01,2.400000000000000050e-02,7.000000000000000146e-03,2.599999999999999881e-02,-2.939199999999999946e+01
1.330000000000000071e-01,8.499999999999999778e-01,1.690000000000000113e-01,1.499999999999999944e-02,2.400000000000000050e-02,1.000000000000000000e+00,5.800000000000000294e-02,1.099999999999999936e-02,2.059999999999999887e-01,2.299999999999999961e-02,7.000000000000000146e-03,1.700000000000000122e-02,-3.001500000000000057e+01
1.600000000000000033e-01,8.770000000000000018e-01,2.149999999999999967e-01,2.599999999999999881e-02,2.400000000000000050e-02,1.000000000000000000e+00,5.399999999999999939e-02,1.299999999999999940e-02,1.869999999999999996e-01,2.000000000000000042e-02,8.000000000000000167e-03,1.400000000000000029e-02,-3.102299999999999969e+01
5.699999999999999512e-01,1.000000000000000000e+00,1.970000000000000084e-01,2.699999999999999969e-02,6.900000000000000577e-02,3.880000000000000115e-01,1.209999999999999964e-01,6.500000000000000222e-02,2.720000000000000195e-01,9.199999999999999845e-02,1.320000000000000062e-01,1.799999999999999864e-02,-3.187300000000000111e+01
1.170000000000000068e-01,1.000000000000000000e+00,8.999999999999999667e-02,2.100000000000000130e-02,1.160000000000000059e-01,7.259999999999999787e-01,3.300000000000000155e-02,2.599999999999999881e-02,3.569999999999999840e-01,4.000000000000000083e-02,1.400000000000000029e-02,2.699999999999999969e-02,-2.918199999999999861e+01
4.739999999999999769e-01,1.000000000000000000e+00,8.000000000000000167e-02,2.500000000000000139e-02,5.899999999999999689e-02,7.500000000000000000e-01,7.799999999999999989e-02,2.100000000000000130e-02,2.109999999999999931e-01,6.199999999999999956e-02,4.299999999999999656e-02,1.099999999999999936e-02,-3.093799999999999883e+01
4.299999999999999656e-02,2.959999999999999853e-01,4.000000000000000083e-02,1.000000000000000000e+00,4.399999999999999745e-02,5.330000000000000293e-01,4.000000000000000083e-02,9.299999999999999933e-02,9.900000000000000466e-02,2.400000000000000050e-02,2.600000000000000089e-01,1.799999999999999864e-02,-1.915099999999999980e+01
